date,open,high,low,close
Mon Mar 24 2014 00:00:00 GMT+1100 (AEDT),102.46379689427853,102.47346286980753,101.15319040149097,101.52636617429633
Tue Mar 25 2014 00:00:00 GMT+1100 (AEDT),101.5063116045752,101.93262058803148,100.90126976547654,101.50743394845674
Wed Mar 26 2014 00:00:00 GMT+1100 (AEDT),101.48450477665344,101.48450477665344,100.7490812196738,100.85708982516823
Thu Mar 27 2014 00:00:00 GMT+1100 (AEDT),100.82552672054256,101.56963227098063,100.54393856249584,101.42871517714887
Fri Mar 28 2014 00:00:00 GMT+1100 (AEDT),101.5115198712874,101.8552773445161,101.05854328508782,101.29682097693507
Mon Mar 31 2014 00:00:00 GMT+1100 (AEDT),101.30477347928593,101.30477347928593,100.3288682248985,100.48929035529156
Tue Apr 01 2014 00:00:00 GMT+1100 (AEDT),100.56797709674878,100.88873746809837,99.8792146777311,100.01108681994127
Wed Apr 02 2014 00:00:00 GMT+1100 (AEDT),100.05398681899209,100.64131145002376,99.87600296022067,100.30518489100075
Thu Apr 03 2014 00:00:00 GMT+1100 (AEDT),100.25939686465303,100.54413054260912,99.52468711323525,99.56538741351648
Fri Apr 04 2014 00:00:00 GMT+1100 (AEDT),99.53192216871564,100.19985880739539,99.45691882442114,99.99053679390352
Mon Apr 07 2014 00:00:00 GMT+1000 (AEST),100.00079128203181,101.01887933783851,99.72773993977533,101.0082058981018
Tue Apr 08 2014 00:00:00 GMT+1000 (AEST),100.96739597704163,101.19971623387367,100.28246452798868,101.07820186611345
Wed Apr 09 2014 00:00:00 GMT+1000 (AEST),101.02265614504611,101.02265614504611,99.35064126410384,99.37403520623545
Thu Apr 10 2014 00:00:00 GMT+1000 (AEST),99.33299590855067,100.34574046206922,99.33299590855067,100.12982736579376
Fri Apr 11 2014 00:00:00 GMT+1000 (AEST),100.2622679376637,100.54828642891857,99.92009108262269,100.37613791002026
Mon Apr 14 2014 00:00:00 GMT+1000 (AEST),100.40943506609251,100.67906945951715,100.10655829334476,100.50835955943407
Tue Apr 15 2014 00:00:00 GMT+1000 (AEST),100.55012465025601,101.10300178284967,100.38474550807095,100.96390992534438
Wed Apr 16 2014 00:00:00 GMT+1000 (AEST),100.98124140784726,101.86749423002352,100.79618697653268,101.68240325761931
Thu Apr 17 2014 00:00:00 GMT+1000 (AEST),101.57337626711987,102.3468981365018,101.38062030907022,102.3468981365018
Fri Apr 18 2014 00:00:00 GMT+1000 (AEST),102.30877242005457,102.81528682076267,102.03258733213607,102.81276037034701
Mon Apr 21 2014 00:00:00 GMT+1000 (AEST),102.71602698112159,103.8721131754754,102.71602698112159,103.34921495159657
Tue Apr 22 2014 00:00:00 GMT+1000 (AEST),103.35435661416106,103.69117692282853,102.93305912230137,103.52599197868989
Wed Apr 23 2014 00:00:00 GMT+1000 (AEST),103.61730745815736,104.54905891089504,103.61730745815736,104.12675268164796
Thu Apr 24 2014 00:00:00 GMT+1000 (AEST),104.12845206673789,104.17420645297963,103.65005573238975,103.80088636892172
Fri Apr 25 2014 00:00:00 GMT+1000 (AEST),103.89716911576562,104.60303321104104,103.58646717787968,103.64905496690736
Mon Apr 28 2014 00:00:00 GMT+1000 (AEST),103.78986170068363,104.22239024550366,103.52519125241402,103.52519125241402
Tue Apr 29 2014 00:00:00 GMT+1000 (AEST),103.54340350064356,104.25594733000538,103.48940443189555,103.73508510321307
Wed Apr 30 2014 00:00:00 GMT+1000 (AEST),103.63533573170548,104.13940900174329,103.28324978428708,103.28324978428708
Thu May 01 2014 00:00:00 GMT+1000 (AEST),103.35079151001803,104.09136556455269,103.24619514084476,103.72171784460859
Fri May 02 2014 00:00:00 GMT+1000 (AEST),103.82426523722144,104.08027280684964,102.69886921586976,102.73112169343234
Mon May 05 2014 00:00:00 GMT+1000 (AEST),102.79954574315825,102.91642137237291,102.04949902828501,102.12713847908971
Tue May 06 2014 00:00:00 GMT+1000 (AEST),102.05114518183511,102.41825128827082,101.04529159236675,101.16660889403357
Wed May 07 2014 00:00:00 GMT+1000 (AEST),101.11725874449473,101.74480368431057,101.09031994354886,101.70735424605006
Thu May 08 2014 00:00:00 GMT+1000 (AEST),101.75366542146028,102.64687332645073,101.70785582584054,102.47506608062538
Fri May 09 2014 00:00:00 GMT+1000 (AEST),102.53325869148384,103.4170841544911,102.37113100415284,103.16107861640072
Mon May 12 2014 00:00:00 GMT+1000 (AEST),103.23235787101227,103.23235787101227,101.89897637242515,102.01251133858574
Tue May 13 2014 00:00:00 GMT+1000 (AEST),102.05854530269032,102.29399163993409,101.58713802971258,102.25004023081205
Wed May 14 2014 00:00:00 GMT+1000 (AEST),102.23925981833536,103.21375706977852,102.21293453781908,103.0276060361378
Thu May 15 2014 00:00:00 GMT+1000 (AEST),102.87420275521659,103.43471215643629,102.5485761015298,103.33470078155055
Fri May 16 2014 00:00:00 GMT+1000 (AEST),103.40208883961637,103.40208883961637,102.68252025601448,102.73398251859318
Mon May 19 2014 00:00:00 GMT+1000 (AEST),102.78577791972228,102.78577791972228,102.24023445305191,102.58693235105123
Tue May 20 2014 00:00:00 GMT+1000 (AEST),102.6033796232033,103.02661189940513,102.30880274814226,102.6352355715137
Wed May 21 2014 00:00:00 GMT+1000 (AEST),102.57485289944891,102.81182971668363,102.25392679852078,102.62162639866236
Thu May 22 2014 00:00:00 GMT+1000 (AEST),102.77845409780795,103.24208856662811,102.33899544839669,103.24208856662811
Fri May 23 2014 00:00:00 GMT+1000 (AEST),103.4009134984258,103.4009134984258,102.5960521054589,102.71810991201208
Mon May 26 2014 00:00:00 GMT+1000 (AEST),102.77192111425138,103.2178525720675,102.53147661020735,102.94931387922446
Tue May 27 2014 00:00:00 GMT+1000 (AEST),102.90600882859597,103.08401749816024,102.70496776267744,102.7759496597861
Wed May 28 2014 00:00:00 GMT+1000 (AEST),102.7651738110078,103.08816043388326,102.30624470640808,102.71795674402898
Thu May 29 2014 00:00:00 GMT+1000 (AEST),102.74594791532692,104.13733116788673,102.74594791532692,104.02811436373757
Fri May 30 2014 00:00:00 GMT+1000 (AEST),104.02034285247342,104.54814096090453,103.58186097416633,103.58186097416633
Mon Jun 02 2014 00:00:00 GMT+1000 (AEST),103.57324240914491,103.70471898527606,102.85159324564405,103.32015102532273
Tue Jun 03 2014 00:00:00 GMT+1000 (AEST),103.33926895641088,103.48310197779446,102.92299361041039,103.0404043692096
Wed Jun 04 2014 00:00:00 GMT+1000 (AEST),103.03488461236692,104.06737591940795,102.90560532855972,103.74159754784846
Thu Jun 05 2014 00:00:00 GMT+1000 (AEST),103.81566314947298,104.29501337224501,103.16148884947901,104.11459670241311
Fri Jun 06 2014 00:00:00 GMT+1000 (AEST),104.0792598481511,105.16275889510322,104.00330415566683,104.98020635273066
Mon Jun 09 2014 00:00:00 GMT+1000 (AEST),104.95933068809462,105.69400654407286,104.58073167589119,105.49768769644038
Tue Jun 10 2014 00:00:00 GMT+1000 (AEST),105.54240566585162,105.54620470594165,104.5661751960986,104.5661751960986
Wed Jun 11 2014 00:00:00 GMT+1000 (AEST),104.6100583794192,105.19218775782512,104.373700346135,105.19218775782512
Thu Jun 12 2014 00:00:00 GMT+1000 (AEST),105.24378748034015,105.65476856824537,104.8228742678188,105.65476856824537
Fri Jun 13 2014 00:00:00 GMT+1000 (AEST),105.7961402291426,105.7961402291426,104.8504298433306,105.05919597252024
Mon Jun 16 2014 00:00:00 GMT+1000 (AEST),104.89813015107335,106.0743086467486,104.87071004199159,106.0743086467486
Tue Jun 17 2014 00:00:00 GMT+1000 (AEST),105.9997709721454,106.37664288291016,105.71185537827,106.10514655163833
Wed Jun 18 2014 00:00:00 GMT+1000 (AEST),106.12054328754364,106.40796800706141,105.55607561437112,105.62518148344805
Thu Jun 19 2014 00:00:00 GMT+1000 (AEST),105.6446953758208,106.42995836741518,105.51494679129333,106.42995836741518
Fri Jun 20 2014 00:00:00 GMT+1000 (AEST),106.38503667102921,106.91579973811282,105.95002108650347,106.05781495453579
Mon Jun 23 2014 00:00:00 GMT+1000 (AEST),106.07932361683284,106.39085276573469,105.44434416887538,105.4891176248285
Tue Jun 24 2014 00:00:00 GMT+1000 (AEST),105.39155904442654,105.75990126314045,104.89009875482233,104.89009875482233
Wed Jun 25 2014 00:00:00 GMT+1000 (AEST),104.89629190215268,105.37811542936016,104.86265158218885,104.86265158218885
Thu Jun 26 2014 00:00:00 GMT+1000 (AEST),105.01163069802168,105.96105166119223,104.83516216953666,105.16606859601515
Fri Jun 27 2014 00:00:00 GMT+1000 (AEST),105.11173224165152,105.62162886460347,104.74739991270665,105.35562088257959
Mon Jun 30 2014 00:00:00 GMT+1000 (AEST),105.35291654126833,105.819354880346,104.81642413780128,105.17609200188473
Tue Jul 01 2014 00:00:00 GMT+1000 (AEST),105.08669596536294,105.75272672277131,105.03891101867266,105.05414438914781
Wed Jul 02 2014 00:00:00 GMT+1000 (AEST),105.04787784970326,105.92645503916164,104.6917951082482,105.87583740856725
Thu Jul 03 2014 00:00:00 GMT+1000 (AEST),105.77514040562889,106.22509995720809,105.56862803125424,105.73560572200127
Fri Jul 04 2014 00:00:00 GMT+1000 (AEST),105.65734657140489,105.84841907123378,105.35261497511058,105.55307260779333
Mon Jul 07 2014 00:00:00 GMT+1000 (AEST),105.7473750136709,106.1212886803107,105.46126905391769,105.53979487747948
Tue Jul 08 2014 00:00:00 GMT+1000 (AEST),105.53844395320625,105.56316670531777,104.99016111244869,105.06079599279998
Wed Jul 09 2014 00:00:00 GMT+1000 (AEST),105.10203785146918,106.02388812202769,105.10203785146918,105.80108177683205
Thu Jul 10 2014 00:00:00 GMT+1000 (AEST),105.84379467713296,106.31522061942036,105.58820405906494,106.09402096445446
Fri Jul 11 2014 00:00:00 GMT+1000 (AEST),106.11667203880297,106.90238547951294,105.93816883856363,106.76329830539649
Mon Jul 14 2014 00:00:00 GMT+1000 (AEST),106.88468519273245,107.07525643400963,106.35372790892784,107.06082831602771
Tue Jul 15 2014 00:00:00 GMT+1000 (AEST),107.016755020529,107.26093792377642,106.29462536059648,106.45229171732487
Wed Jul 16 2014 00:00:00 GMT+1000 (AEST),106.38186170734824,106.60721906741009,106.10027602314008,106.16072474914245
Thu Jul 17 2014 00:00:00 GMT+1000 (AEST),106.13427143435975,106.77364757767891,105.81161219079523,106.76331291063727
Fri Jul 18 2014 00:00:00 GMT+1000 (AEST),106.76325716627694,107.51960451454441,106.26967139021278,107.2722358205974
Mon Jul 21 2014 00:00:00 GMT+1000 (AEST),107.24854511803106,108.2467268382724,107.16218241264289,108.16182804870282
Tue Jul 22 2014 00:00:00 GMT+1000 (AEST),108.22519081081484,108.2543322024571,107.4282144300819,107.44344823256917
Wed Jul 23 2014 00:00:00 GMT+1000 (AEST),107.21343634753485,107.21343634753485,106.2808019071412,106.401326722153
Thu Jul 24 2014 00:00:00 GMT+1000 (AEST),106.36951740580514,106.71541036653396,105.8758535797677,106.71541036653396
Fri Jul 25 2014 00:00:00 GMT+1000 (AEST),106.66286155219706,108.08564740510009,106.64978834766852,107.93080919379953
Mon Jul 28 2014 00:00:00 GMT+1000 (AEST),107.95178925343923,108.50858317225315,107.95178925343923,108.00791213995463
Tue Jul 29 2014 00:00:00 GMT+1000 (AEST),108.02685963208468,109.30586909818288,108.0247046230241,109.22092739594136
Wed Jul 30 2014 00:00:00 GMT+1000 (AEST),109.18024814833626,110.22908077499565,108.8678591176693,110.08458182771722
Thu Jul 31 2014 00:00:00 GMT+1000 (AEST),110.26375785751709,111.1023536812142,110.26375785751709,110.98034278329825
Fri Aug 01 2014 00:00:00 GMT+1000 (AEST),111.16587771977318,112.2765797398607,111.16587771977318,112.2765797398607
Mon Aug 04 2014 00:00:00 GMT+1000 (AEST),112.21270561977269,112.48925117060732,111.65053715871345,111.87847193153647
Tue Aug 05 2014 00:00:00 GMT+1000 (AEST),111.77892949076573,111.88697106884462,111.09501689539718,111.26168341567374
Wed Aug 06 2014 00:00:00 GMT+1000 (AEST),111.42310672047093,111.51907834154507,110.47382016307749,110.62168497889306
Thu Aug 07 2014 00:00:00 GMT+1000 (AEST),110.72668883920068,111.26874812318516,110.61904872433212,110.72955691148071
Fri Aug 08 2014 00:00:00 GMT+1000 (AEST),110.59749985429052,111.72304595126745,110.59749985429052,111.43790750751884
Mon Aug 11 2014 00:00:00 GMT+1000 (AEST),111.40954266219389,111.51979563336371,110.4120336544574,110.4120336544574
Tue Aug 12 2014 00:00:00 GMT+1000 (AEST),110.59321465738338,111.85719567774365,110.5122341513642,111.63816977663035
Wed Aug 13 2014 00:00:00 GMT+1000 (AEST),111.50545364117842,111.59015333976053,110.82037136966935,110.93212480919406
Thu Aug 14 2014 00:00:00 GMT+1000 (AEST),110.78941488269254,110.91196412332765,110.26963034337206,110.75273315906327
Fri Aug 15 2014 00:00:00 GMT+1000 (AEST),110.88605283357867,110.88605283357867,110.26064869560442,110.52847332631586
Mon Aug 18 2014 00:00:00 GMT+1000 (AEST),110.61502438563625,110.68506364875346,109.73973699924387,109.73973699924387
Tue Aug 19 2014 00:00:00 GMT+1000 (AEST),109.69574181780635,110.47022622626034,109.62093196577713,110.44512807668849
Wed Aug 20 2014 00:00:00 GMT+1000 (AEST),110.53048092007612,110.57924515392116,110.08307370957965,110.18021906095112
Thu Aug 21 2014 00:00:00 GMT+1000 (AEST),110.1342808376667,111.29083418717812,109.96602288733962,111.29083418717812
Fri Aug 22 2014 00:00:00 GMT+1000 (AEST),111.32568246037033,111.32568246037033,109.80130280149102,110.40005443438616
Mon Aug 25 2014 00:00:00 GMT+1000 (AEST),110.47627647611097,110.47627647611097,109.51762828443421,109.51762828443421
Tue Aug 26 2014 00:00:00 GMT+1000 (AEST),109.52593561537229,110.28675092683467,109.52593561537229,109.66865913508389
Wed Aug 27 2014 00:00:00 GMT+1000 (AEST),109.580142900557,109.83755688287152,108.8367398288885,109.20452295343988
Thu Aug 28 2014 00:00:00 GMT+1000 (AEST),109.1518903248546,109.32711882609948,108.88322950324866,109.32711882609948
Fri Aug 29 2014 00:00:00 GMT+1000 (AEST),109.33706992098614,109.33706992098614,108.2836878489885,109.17548434269922
Mon Sep 01 2014 00:00:00 GMT+1000 (AEST),109.26387325897717,109.6146577464164,108.8684945558531,109.03269272275863
